YEAR,MO,DY,HR,PRECTOTCORR,QV2M,T2M,PS,WS10M
2021,12,10,5,0,4.94,10.13,87.82,0.83
2021,12,10,6,0,4.64,10.15,87.86,0.76
2021,12,10,7,0,4.58,10.78,87.92,0.65
2021,12,10,8,0,6.16,13.13,87.99,0.49
2021,12,10,9,0,6.47,15.62,88.04,0.91
2021,12,10,10,0,6.71,16.74,88.03,2.03
2021,12,10,11,0,7.02,17.44,87.96,2.79
2021,12,10,12,0,7.26,17.78,87.85,3.45
2021,12,10,13,0,7.51,17.65,87.75,3.91
2021,12,10,14,0,7.75,17.07,87.68,4.05
2021,12,10,15,0,8,16.1,87.66,3.71
2021,12,10,16,0,8.67,14.38,87.67,2.46
2021,12,10,17,0,8.36,11.45,87.7,1.59
2021,12,10,18,0,8,10.48,87.75,1.14
2021,12,10,19,0,7.93,10.18,87.8,1.03
2021,12,10,20,0,7.75,10.03,87.84,1.07
2021,12,10,21,0,7.57,9.87,87.85,1.18
2021,12,10,22,0,7.32,9.73,87.85,1.24
2021,12,10,23,0,7.08,9.8,87.81,1.24
2021,12,11,0,0,6.84,9.86,87.75,1.15
2021,12,11,1,0,6.53,9.83,87.68,1.02
2021,12,11,2,0,6.23,9.02,87.63,0.92
2021,12,11,3,0,5.98,8.55,87.59,0.78
2021,12,11,4,0,5.74,8.3,87.58,0.65
2021,12,11,5,0,5.49,7.9,87.62,0.58
2021,12,11,6,0,5.31,7.69,87.69,0.58
2021,12,11,7,0,5.37,8.16,87.77,0.6
2021,12,11,8,0,6.96,11.46,87.86,0.64
2021,12,11,9,0,6.47,14.14,87.94,1.16
2021,12,11,10,0,7.14,15.77,87.98,2.19
2021,12,11,11,0,7.63,16.87,87.93,2.78
2021,12,11,12,0,8.06,17.36,87.85,3.34
2021,12,11,13,0,8.3,17.32,87.77,3.63
2021,12,11,14,0,8.36,16.86,87.72,3.7
2021,12,11,15,0,8.42,15.92,87.71,3.43
2021,12,11,16,0,8.79,14.22,87.73,2.39
2021,12,11,17,0,8.48,11.13,87.77,1.35
2021,12,11,18,0,8.18,9.98,87.85,0.6
2021,12,11,19,0,8.12,9.65,87.92,0.31
2021,12,11,20,0,8,9.63,87.99,0.22
2021,12,11,21,0,7.87,9.76,88.02,0.31
2021,12,11,22,0,7.75,9.73,88.04,0.38
2021,12,11,23,0,7.57,9.62,88.04,0.34
2021,12,12,0,0,7.45,9.55,88.03,0.21
2021,12,12,1,0,7.39,9.58,88.02,0.1
2021,12,12,2,0,7.26,9.31,88,0.08
2021,12,12,3,0,7.2,8.82,87.96,0.09
2021,12,12,4,0,7.08,8.54,87.91,0.16
2021,12,12,5,0,6.9,8.37,87.92,0.17
2021,12,12,6,0,6.77,8.12,87.97,0.13
2021,12,12,7,0,6.71,8.37,88.02,0.34
2021,12,12,8,0,7.51,10.34,88.09,0.42
2021,12,12,9,0,7.26,12.82,88.17,1.2
2021,12,12,10,0,7.51,14.22,88.18,2.34
2021,12,12,11,0,7.69,14.84,88.14,2.96
2021,12,12,12,0,7.81,15.08,88.06,3.08
2021,12,12,13,0,7.87,15.22,87.98,2.97
2021,12,12,14,0,7.93,15.35,87.91,2.95
2021,12,12,15,0,7.87,14.79,87.88,2.76
2021,12,12,16,0,8.18,13.23,87.87,1.85
2021,12,12,17,0,7.63,10.16,87.87,1.12
2021,12,12,18,0,7.32,9.08,87.89,0.39
2021,12,12,19,0,7.14,8.86,87.92,0.01
2021,12,12,20,0,6.96,8.76,87.95,0.25
2021,12,12,21,0,6.77,8.66,87.97,0.42
2021,12,12,22,0,6.59,8.62,87.97,0.6
2021,12,12,23,0,6.41,8.38,87.96,0.72
2021,12,13,0,0,6.23,8.23,87.92,0.83
2021,12,13,1,0,6.04,8.09,87.88,0.92
2021,12,13,2,0,5.86,7.94,87.83,0.95
2021,12,13,3,0,5.62,7.73,87.79,0.91
2021,12,13,4,0,5.37,7.39,87.78,0.94
2021,12,13,5,0,5.19,7.54,87.82,0.81
2021,12,13,6,0,5,7.59,87.9,0.77
2021,12,13,7,0,4.94,7.72,87.97,0.79
2021,12,13,8,0,6.23,10.48,88.02,0.51
2021,12,13,9,0,5.98,13.23,88.08,1.31
2021,12,13,10,0,6.23,14.55,88.08,2.37
2021,12,13,11,0,6.59,15.42,88.01,2.73
2021,12,13,12,0,6.96,16.05,87.9,2.94
2021,12,13,13,0,7.2,16.29,87.83,3.2
2021,12,13,14,0,7.32,16.09,87.78,3.01
2021,12,13,15,0,7.45,15.37,87.73,2.45
2021,12,13,16,0,8.12,14.05,87.69,1.61
2021,12,13,17,0,7.51,10.9,87.69,1.21
2021,12,13,18,0,7.02,9.86,87.75,1
2021,12,13,19,0,6.9,9.94,87.78,0.75
2021,12,13,20,0,6.71,10.15,87.8,0.77
2021,12,13,21,0,6.47,9.9,87.82,0.9
2021,12,13,22,0,6.35,9.59,87.82,1.04
2021,12,13,23,0,6.16,9.57,87.81,1.07
2021,12,14,0,0,6.04,9.74,87.77,0.92
2021,12,14,1,0,5.86,9.76,87.75,0.55
2021,12,14,2,0,5.74,9.64,87.72,0.34
2021,12,14,3,0,5.62,9.2,87.7,0.39
2021,12,14,4,0,5.49,8.77,87.7,0.4
2021,12,14,5,0,5.31,8.64,87.72,0.57
2021,12,14,6,0,5.13,8.6,87.76,1.05
2021,12,14,7,0,5.07,9.01,87.79,1.4
2021,12,14,8,0,6.77,11.75,87.82,1.15
2021,12,14,9,0,6.59,15.33,87.86,0.39
2021,12,14,10,0,7.08,16.92,87.88,2.36
2021,12,14,11,0,7.45,17.58,87.86,3.29
2021,12,14,12,0,7.81,17.85,87.8,3.6
2021,12,14,13,0,8.06,17.84,87.71,3.61
2021,12,14,14,0,8.18,17.48,87.67,3.56
2021,12,14,15,0,8.3,16.75,87.63,3.18
2021,12,14,16,0,9.03,15.03,87.61,2.16
2021,12,14,17,0,8.3,11.77,87.63,1.52
2021,12,14,18,0,7.93,10.62,87.65,1.04
2021,12,14,19,0,7.81,10.39,87.69,0.93
2021,12,14,20,0,7.63,10.22,87.72,1.15
2021,12,14,21,0,7.51,10.05,87.72,1.24
2021,12,14,22,0,7.32,9.96,87.72,1.11
2021,12,14,23,0,7.14,9.88,87.7,1.12
2021,12,15,0,0,6.9,9.94,87.66,1.1
2021,12,15,1,0,6.65,9.94,87.64,1.02
2021,12,15,2,0,6.35,9.8,87.63,1.11
2021,12,15,3,0,5.92,9.58,87.59,1.4
2021,12,15,4,0,5.43,9.65,87.55,1.47
2021,12,15,5,0,5,9.8,87.56,1.17
2021,12,15,6,0,4.58,9.59,87.63,1.1
2021,12,15,7,0,4.39,9.63,87.71,1.4
2021,12,15,8,0,6.1,12.14,87.76,1.21
2021,12,15,9,0,5.68,15.56,87.81,0.83
2021,12,15,10,0,5.74,17.09,87.82,2.19
2021,12,15,11,0,6.16,17.79,87.78,2.99
2021,12,15,12,0,6.53,18.07,87.71,3.36
2021,12,15,13,0,6.84,17.99,87.64,3.55
2021,12,15,14,0,7.14,17.55,87.59,3.6
2021,12,15,15,0,7.57,16.69,87.57,3.27
2021,12,15,16,0,8.54,14.9,87.57,2.15
2021,12,15,17,0,7.87,11.74,87.59,1.48
2021,12,15,18,0,7.75,10.57,87.63,0.84
2021,12,15,19,0,7.57,10.41,87.66,0.52
2021,12,15,20,0,7.45,10.16,87.69,0.61
2021,12,15,21,0,7.2,9.76,87.72,0.92
2021,12,15,22,0,7.02,9.16,87.73,1.22
2021,12,15,23,0,6.71,8.6,87.71,1.39
2021,12,16,0,0,6.35,8.39,87.68,1.49
2021,12,16,1,0,5.92,8.59,87.63,1.46
2021,12,16,2,0,5.49,8.96,87.6,1.39
2021,12,16,3,0,5,8.62,87.59,1.52
2021,12,16,4,0,4.52,8.3,87.57,1.68
2021,12,16,5,0,4.03,9.01,87.59,1.65
2021,12,16,6,0,3.6,9.83,87.64,1.44
2021,12,16,7,0,3.48,10.59,87.7,1.15
2021,12,16,8,0,5.37,13.18,87.78,0.65
2021,12,16,9,0,5.43,16.02,87.86,0.94
2021,12,16,10,0,5.74,17.25,87.9,2.17
2021,12,16,11,0,6.1,17.91,87.88,2.92
2021,12,16,12,0,6.47,18.17,87.82,3.4
2021,12,16,13,0,6.71,18.13,87.75,3.49
2021,12,16,14,0,6.9,17.76,87.7,3.42
2021,12,16,15,0,7.2,16.81,87.67,3.2
2021,12,16,16,0,8.12,14.84,87.64,1.97
2021,12,16,17,0,7.32,11.5,87.64,1.1
2021,12,16,18,0,6.77,10.72,87.67,0.46
2021,12,16,19,0,6.59,10.54,87.7,0.18
2021,12,16,20,0,6.35,10.41,87.74,0.48
2021,12,16,21,0,6.1,10.12,87.78,0.72
2021,12,16,22,0,5.8,9.88,87.8,1.02
2021,12,16,23,0,5.49,9.8,87.78,1.08
2021,12,17,0,0,5.19,9.76,87.76,0.99
2021,12,17,1,0,4.82,9.58,87.72,1.01
2021,12,17,2,0,4.46,9.48,87.67,1.04
2021,12,17,3,0,4.09,9.48,87.61,1.26
2021,12,17,4,0,3.72,9.8,87.59,1.12
2021,12,17,5,0,3.36,10.42,87.62,1.12
2021,12,17,6,0,3.05,10.59,87.65,1.3
2021,12,17,7,0,2.99,11.31,87.7,1.28
2021,12,17,8,0,4.52,13.73,87.77,0.75
2021,12,17,9,0,4.64,16.67,87.84,0.87
2021,12,17,10,0,4.39,18.1,87.86,2.2
2021,12,17,11,0,4.76,18.73,87.83,2.68
2021,12,17,12,0,5.07,18.99,87.77,3.1
2021,12,17,13,0,5.37,18.8,87.69,3.23
2021,12,17,14,0,5.62,18.19,87.64,3.21
2021,12,17,15,0,6.1,16.96,87.63,2.8
2021,12,17,16,0,7.39,14.76,87.65,1.77
2021,12,17,17,0,6.47,12.06,87.69,0.83
2021,12,17,18,0,5.98,11.34,87.74,0.25
2021,12,17,19,0,5.68,10.81,87.78,1.01
2021,12,17,20,0,5.37,10.2,87.81,1.37
2021,12,17,21,0,5,10.15,87.83,1.39
2021,12,17,22,0,4.58,10.16,87.83,1.39
2021,12,17,23,0,4.21,10.17,87.81,1.31
2021,12,18,0,0,3.85,10.05,87.79,1.24
2021,12,18,1,0,3.66,9.8,87.76,1.3
2021,12,18,2,0,3.48,9.52,87.71,1.35
2021,12,18,3,0,3.36,9.14,87.66,1.48
2021,12,18,4,0,3.11,9.3,87.62,1.48
2021,12,18,5,0,2.93,9.9,87.62,1.4
2021,12,18,6,0,2.69,10.4,87.65,1.37
2021,12,18,7,0,2.87,10.61,87.7,1.34
2021,12,18,8,0,5.25,12.59,87.76,1.08
2021,12,18,9,0,4.7,15.57,87.82,1.02
2021,12,18,10,0,5.68,16.54,87.84,2.22
2021,12,18,11,0,6.35,17.15,87.79,2.95
2021,12,18,12,0,6.96,17.43,87.72,3.47
2021,12,18,13,0,7.39,17.35,87.64,3.88
2021,12,18,14,0,7.69,16.83,87.58,4.12
2021,12,18,15,0,7.93,15.72,87.55,3.97
2021,12,18,16,0,8.36,13.78,87.55,2.81
2021,12,18,17,0,7.93,10.55,87.58,1.64
2021,12,18,18,0,7.45,8.98,87.63,1.31
2021,12,18,19,0,7.08,8.54,87.67,1.16
2021,12,18,20,0,6.65,8.21,87.7,1.16
2021,12,18,21,0,6.23,8.05,87.72,1.27
2021,12,18,22,0,5.8,8.15,87.72,1.32
2021,12,18,23,0,5.43,8.39,87.7,1.29
2021,12,19,0,0,4.94,8.33,87.67,1.24
2021,12,19,1,0,4.52,8.19,87.63,1.15
2021,12,19,2,0,4.09,8.02,87.59,1.06
2021,12,19,3,0,3.72,8,87.56,0.98
2021,12,19,4,0,3.36,8.13,87.56,0.87
2021,12,19,5,0,3.11,8.09,87.6,0.79
2021,12,19,6,0,2.81,8.11,87.66,0.89
2021,12,19,7,0,2.81,8.62,87.72,1.01
2021,12,19,8,0,4.39,10.94,87.79,0.85
2021,12,19,9,0,4.52,13.63,87.85,1.14
2021,12,19,10,0,5.13,14.96,87.87,2.08
2021,12,19,11,0,5.43,15.65,87.82,2.64
2021,12,19,12,0,5.68,15.98,87.74,2.95
2021,12,19,13,0,5.86,15.92,87.66,3.2
2021,12,19,14,0,6.04,15.44,87.6,3.28
2021,12,19,15,0,6.29,14.44,87.56,3.06
2021,12,19,16,0,7.08,12.41,87.55,2.15
2021,12,19,17,0,6.65,9.09,87.56,1.57
2021,12,19,18,0,6.1,8.13,87.59,0.94
2021,12,19,19,0,5.86,7.97,87.62,0.84
2021,12,19,20,0,5.68,7.79,87.65,0.61
2021,12,19,21,0,5.49,7.3,87.69,0.49
2021,12,19,22,0,5.43,7.23,87.7,0.5
2021,12,19,23,0,5.31,7.48,87.66,0.49
2021,12,20,0,0,5.19,7.47,87.61,0.48
2021,12,20,1,0,5.07,7.23,87.58,0.49
2021,12,20,2,0,4.94,6.93,87.57,0.67
2021,12,20,3,0,4.76,6.85,87.57,0.84
2021,12,20,4,0,4.52,6.91,87.57,0.9
2021,12,20,5,0,4.27,7.05,87.61,0.93
2021,12,20,6,0,3.97,7.2,87.67,1.01
2021,12,20,7,0,3.85,7.87,87.73,1
2021,12,20,8,0,5.07,10.75,87.79,0.58
2021,12,20,9,0,5.07,13.33,87.85,0.72
2021,12,20,10,0,5.43,14.92,87.87,2.51
2021,12,20,11,0,5.86,15.49,87.83,3.42
2021,12,20,12,0,6.29,15.71,87.76,3.85
2021,12,20,13,0,6.53,15.61,87.7,3.76
2021,12,20,14,0,6.71,15.22,87.66,3.34
2021,12,20,15,0,6.9,14.46,87.63,2.91
2021,12,20,16,0,7.63,12.71,87.63,2.02
2021,12,20,17,0,6.96,9.76,87.66,1.42
2021,12,20,18,0,6.53,9.11,87.7,0.27
2021,12,20,19,0,6.35,8.87,87.74,0.84
2021,12,20,20,0,6.23,8.26,87.76,1.37
2021,12,20,21,0,5.98,8.03,87.77,1.51
2021,12,20,22,0,5.74,8.81,87.75,1.39
2021,12,20,23,0,5.55,9.39,87.7,1.23
2021,12,21,0,0,5.31,9.5,87.65,1.08
2021,12,21,1,0,5.13,9.48,87.61,0.93
2021,12,21,2,0,4.94,9.14,87.57,0.87
2021,12,21,3,0,4.76,8.67,87.53,0.9
2021,12,21,4,0,4.64,8.05,87.51,0.93
2021,12,21,5,0,4.46,8.19,87.54,0.96
2021,12,21,6,0,4.39,8.51,87.61,0.92
2021,12,21,7,0,4.52,8.96,87.67,0.77
2021,12,21,8,0,6.04,10.82,87.75,0.58
2021,12,21,9,0,5.98,13.32,87.82,1.46
2021,12,21,10,0,6.23,14.68,87.84,2.49
2021,12,21,11,0,6.53,15.39,87.79,3.04
2021,12,21,12,0,6.84,15.76,87.7,3.25
2021,12,21,13,0,7.02,15.72,87.62,3.08
2021,12,21,14,0,7.14,15.57,87.57,2.73
2021,12,21,15,0,7.2,14.96,87.55,2.53
2021,12,21,16,0,7.87,13.25,87.56,1.89
2021,12,21,17,0,7.2,10.15,87.59,1.51
2021,12,21,18,0,6.77,9.05,87.63,0.88
2021,12,21,19,0,6.59,8.33,87.65,1.05
2021,12,21,20,0,6.41,7.86,87.64,1.36
2021,12,21,21,0,6.16,7.69,87.63,1.48
2021,12,21,22,0,5.92,8.2,87.61,1.45
2021,12,21,23,0,5.68,8.65,87.55,1.29
2021,12,22,0,0,5.37,8.81,87.49,1.1
2021,12,22,1,0,5.19,8.69,87.45,0.94
2021,12,22,2,0,4.88,8.5,87.42,0.92
2021,12,22,3,0,4.64,8.35,87.39,0.87
2021,12,22,4,0,4.39,8.37,87.38,0.67
2021,12,22,5,0,4.15,8.4,87.41,0.5
2021,12,22,6,0,3.97,8.39,87.47,0.6
2021,12,22,7,0,4.03,8.81,87.53,0.74
2021,12,22,8,0,5.43,11.1,87.59,0.52
2021,12,22,9,0,6.1,13.73,87.64,1.23
2021,12,22,10,0,6.84,14.98,87.64,2.65
2021,12,22,11,0,7.39,15.6,87.57,3.54
2021,12,22,12,0,7.81,15.81,87.46,4.03
2021,12,22,13,0,8,15.52,87.39,4.03
2021,12,22,14,0,8.06,14.94,87.35,3.64
2021,12,22,15,0,8.06,14.3,87.34,3.17
2021,12,22,16,0,8.54,13.06,87.33,2.23
2021,12,22,17,0,8.12,10.18,87.35,1.7
2021,12,22,18,0,7.81,9.44,87.41,1.3
2021,12,22,19,0,7.69,8.99,87.45,0.83
2021,12,22,20,0,7.57,8.48,87.49,0.53
2021,12,22,21,0,7.45,8.41,87.51,0.27
2021,12,22,22,0,7.32,8.3,87.51,0.11
2021,12,22,23,0,7.14,8.07,87.49,0.31
2021,12,23,0,0,6.96,8.06,87.45,0.25
2021,12,23,1,0,6.84,8.15,87.41,0.21
2021,12,23,2,0,6.65,8.2,87.38,0.19
2021,12,23,3,0,6.41,8.01,87.34,0.11
2021,12,23,4,0,6.23,7.37,87.31,0.05
2021,12,23,5,0,6.04,6.99,87.32,0.13
2021,12,23,6,0,5.92,6.88,87.4,0.19
2021,12,23,7,0,5.86,7.43,87.49,0.34
2021,12,23,8,0,6.71,10.15,87.56,0.62
2021,12,23,9,0,6.71,12.48,87.62,1.94
2021,12,23,10,0,7.2,13.88,87.63,3.1
2021,12,23,11,0,7.63,14.78,87.57,3.53
2021,12,23,12,0,8,15.26,87.48,3.63
2021,12,23,13,0,8.18,15.34,87.42,3.53
2021,12,23,14,0,8.18,15.06,87.38,3.31
2021,12,23,15,0,8.18,14.5,87.37,3.03
2021,12,23,16,0,8.61,13.19,87.38,2.09
2021,12,23,17,0,8.18,10.44,87.4,1.59
2021,12,23,18,0,7.87,9.59,87.45,0.99
2021,12,23,19,0,7.75,9.01,87.51,0.72
2021,12,23,20,0,7.63,9.08,87.54,0.66
2021,12,23,21,0,7.45,9.14,87.55,0.65
2021,12,23,22,0,7.32,9.25,87.55,0.55
2021,12,23,23,0,7.14,9.17,87.55,0.35
2021,12,24,0,0,7.02,8.85,87.54,0.51
2021,12,24,1,0,6.84,8.79,87.53,0.63
2021,12,24,2,0,6.71,8.91,87.48,0.6
2021,12,24,3,0,6.53,9.02,87.42,0.48
2021,12,24,4,0,6.41,9.18,87.38,0.15
2021,12,24,5,0,6.29,9.05,87.39,0.1
2021,12,24,6,0,6.16,9.01,87.45,0.17
2021,12,24,7,0,6.16,9.4,87.52,0.29
2021,12,24,8,0,7.26,11.06,87.61,0.54
2021,12,24,9,0,7.51,12.69,87.68,1.85
2021,12,24,10,0,7.81,13.97,87.69,2.66
2021,12,24,11,0,7.87,14.55,87.64,3.23
2021,12,24,12,0.01,7.87,14.7,87.56,3.52
2021,12,24,13,0.01,7.87,14.51,87.48,3.62
2021,12,24,14,0.02,7.87,14.05,87.44,3.62
2021,12,24,15,0.02,8,13.22,87.43,3.16
2021,12,24,16,0.02,8.48,12.01,87.44,2.13
2021,12,24,17,0.02,8.48,10.63,87.46,1.43
2021,12,24,18,0,8.24,10.37,87.51,1.18
2021,12,24,19,0,8,10.24,87.56,0.86
2021,12,24,20,0,7.87,10.08,87.6,0.59
2021,12,24,21,0,7.75,9.33,87.63,0.76
2021,12,24,22,0,7.63,8.65,87.64,1.09
2021,12,24,23,0,7.51,8.07,87.62,1.53
2021,12,25,0,0,7.32,7.54,87.58,1.83
2021,12,25,1,0,7.08,7.16,87.55,1.97
2021,12,25,2,0,6.77,6.72,87.52,2.05
2021,12,25,3,0,6.41,6.14,87.48,2.16
2021,12,25,4,0,6.04,6.03,87.46,2.13
2021,12,25,5,0,5.74,6.18,87.47,1.92
2021,12,25,6,0,5.49,6.34,87.53,1.63
2021,12,25,7,0,5.55,7.18,87.59,1.26
2021,12,25,8,0,6.77,9.62,87.66,0.73
2021,12,25,9,0,7.14,10.74,87.74,0.91
2021,12,25,10,0.01,7.39,11.31,87.79,1.33
2021,12,25,11,0,7.51,11.89,87.75,1.55
2021,12,25,12,0,7.57,12.55,87.66,1.9
2021,12,25,13,0,7.69,12.91,87.57,2.34
2021,12,25,14,0,7.81,13.02,87.51,2.69
2021,12,25,15,0,7.87,12.64,87.49,2.73
2021,12,25,16,0,8.36,11.5,87.5,1.86
2021,12,25,17,0,7.93,9.79,87.53,1.44
2021,12,25,18,0.01,7.75,9.51,87.6,1.16
2021,12,25,19,0.01,7.75,9.37,87.66,0.84
2021,12,25,20,0.01,7.63,9.26,87.7,0.57
2021,12,25,21,0.01,7.45,8.34,87.74,1.12
2021,12,25,22,0.01,7.2,7.58,87.76,1.76
2021,12,25,23,0.01,6.96,7.12,87.75,2
2021,12,26,0,0.01,6.84,7.01,87.73,2.02
2021,12,26,1,0.01,6.71,6.81,87.72,2.11
2021,12,26,2,0.01,6.59,6.63,87.71,2.02
2021,12,26,3,0.01,6.41,6.59,87.69,1.98
2021,12,26,4,0.01,6.35,6.62,87.7,1.93
2021,12,26,5,0,6.29,6.86,87.73,1.93
2021,12,26,6,0,6.35,7.3,87.79,1.84
2021,12,26,7,0,6.53,7.9,87.86,1.69
2021,12,26,8,0,7.2,9.26,87.92,1.45
2021,12,26,9,0,7.32,10.92,87.99,1.2
2021,12,26,10,0,7.57,12.45,88.02,1.68
2021,12,26,11,0,7.69,13.63,87.97,2.27
2021,12,26,12,0,7.63,14.21,87.88,2.71
2021,12,26,13,0,7.63,14.16,87.81,2.74
2021,12,26,14,0,7.57,13.87,87.77,2.45
2021,12,26,15,0.01,7.57,13.36,87.76,2
2021,12,26,16,0.01,8.06,12.4,87.75,1.34
2021,12,26,17,0,7.69,10.57,87.77,1.1
2021,12,26,18,0,7.39,10.19,87.83,0.63
2021,12,26,19,0,7.39,10.26,87.9,0.29
2021,12,26,20,0,7.39,9.9,87.91,0.63
2021,12,26,21,0,7.26,9.4,87.94,0.9
2021,12,26,22,0,7.08,8.98,87.95,1.16
2021,12,26,23,0,6.96,9.01,87.94,1.04
2021,12,27,0,0,6.84,8.9,87.91,1.01
2021,12,27,1,0,6.71,8.78,87.89,1.12
2021,12,27,2,0,6.65,8.66,87.88,1.18
2021,12,27,3,0,6.47,8.42,87.83,1.27
2021,12,27,4,0,6.29,8.48,87.8,1.15
2021,12,27,5,0,6.16,8.46,87.81,1.04
2021,12,27,6,0,5.98,7.87,87.84,1.29
2021,12,27,7,0,5.92,7.69,87.87,1.46
2021,12,27,8,0,6.71,10.41,87.94,1.23
2021,12,27,9,0,6.71,12.71,87.99,0.6
2021,12,27,10,0,7.02,14.11,87.99,2.17
2021,12,27,11,0,7.32,14.66,87.95,2.98
2021,12,27,12,0,7.57,14.79,87.87,3.31
2021,12,27,13,0,7.63,14.27,87.81,3.38
2021,12,27,14,0,7.75,13.58,87.78,3.33
2021,12,27,15,0,7.93,12.79,87.76,2.94
2021,12,27,16,0,8.24,11.8,87.76,2.11
2021,12,27,17,0,8.42,10.27,87.79,1.22
2021,12,27,18,0.08,8.24,9.66,87.85,0.9
2021,12,27,19,0.06,8.12,9.34,87.9,0.64
2021,12,27,20,0.02,7.93,9.01,87.95,0.65
2021,12,27,21,0.04,7.69,8.62,87.98,0.85
2021,12,27,22,0.09,7.39,8.42,87.98,1.01
2021,12,27,23,0.1,7.08,8.56,87.93,1.06
2021,12,28,0,0.06,6.77,8.48,87.88,1.14
2021,12,28,1,0.02,6.47,8.33,87.87,1.21
2021,12,28,2,0.01,6.23,8.21,87.84,1.25
2021,12,28,3,0,5.98,8.02,87.8,1.39
2021,12,28,4,0,5.74,8.06,87.76,1.38
2021,12,28,5,0,5.49,8.35,87.74,1.25
2021,12,28,6,0,5.43,8.84,87.78,0.8
2021,12,28,7,0,5.37,9.11,87.86,0.31
2021,12,28,8,0,6.53,10.19,87.93,0.39
2021,12,28,9,0,7.14,11.9,87.97,0.43
2021,12,28,10,0,7.14,13.18,87.96,1.34
2021,12,28,11,0,7.32,14.5,87.92,2.41
2021,12,28,12,0.01,7.45,15.09,87.84,3.05
2021,12,28,13,0.05,7.51,14.81,87.78,2.74
2021,12,28,14,0.17,7.45,13.82,87.74,2.29
2021,12,28,15,0.26,7.93,12.6,87.71,1.98
2021,12,28,16,0.09,8.54,11.42,87.71,1.26
2021,12,28,17,0.03,8.06,10.38,87.73,0.75
2021,12,28,18,0.02,7.93,10.38,87.79,0.28
2021,12,28,19,0.08,7.81,9.87,87.83,0.9
2021,12,28,20,0.16,7.51,8.78,87.86,1.69
2021,12,28,21,0.22,7.08,7.9,87.83,2.24
2021,12,28,22,0.23,6.77,7.76,87.78,2.25
2021,12,28,23,0.36,6.59,7.85,87.77,1.81
2021,12,29,0,0.74,6.35,6.77,87.76,1.86
2021,12,29,1,1.53,6.16,6.04,87.78,2
2021,12,29,2,2.34,6.04,5.64,87.75,2.18
2021,12,29,3,2.4,5.92,5.43,87.68,2.35
2021,12,29,4,2.14,5.86,5.32,87.61,2.61
2021,12,29,5,1.74,5.86,5.36,87.53,2.85
2021,12,29,6,1.71,5.86,5.3,87.52,2.5
2021,12,29,7,1.24,6.04,5.38,87.63,2.1
2021,12,29,8,0.88,6.29,6.42,87.72,3.42
2021,12,29,9,0.62,6.65,7.58,87.79,3.91
2021,12,29,10,0.47,7.02,8.67,87.84,4.08
2021,12,29,11,0.37,7.32,9.37,87.84,4.08
2021,12,29,12,0.25,7.45,9.73,87.8,3.94
2021,12,29,13,0.13,7.63,9.89,87.77,3.84
2021,12,29,14,0.08,7.81,10.02,87.75,3.46
2021,12,29,15,0.08,8,10.01,87.74,3.01
2021,12,29,16,0.09,8.12,9.66,87.75,2.17
2021,12,29,17,0.15,7.81,8.7,87.78,1.87
2021,12,29,18,0.18,7.69,8.46,87.87,1.84
2021,12,29,19,0.25,7.57,8.42,87.95,1.71
2021,12,29,20,0.28,7.45,8.39,88.03,1.59
2021,12,29,21,0.28,7.26,8.3,88.07,1.51
2021,12,29,22,0.3,7.02,7.99,88.09,1.51
2021,12,29,23,0.3,6.96,7.92,88.07,1.47
2021,12,30,0,0.36,6.71,7.69,88.04,1.46
2021,12,30,1,0.42,6.53,7.53,88.02,1.48
2021,12,30,2,0.42,6.35,7.58,88,1.4
2021,12,30,3,0.41,6.1,7.62,87.98,1.27
2021,12,30,4,0.37,5.8,7.8,87.98,1.22
2021,12,30,5,0.35,5.62,7.66,88.01,1.23
2021,12,30,6,0.38,5.49,7.54,88.06,1.17
2021,12,30,7,0.37,5.62,7.79,88.12,1.09
2021,12,30,8,0.41,6.77,9.96,88.19,0.97
2021,12,30,9,0.49,7.14,11.68,88.28,1.3
2021,12,30,10,0.57,7.32,12.54,88.31,1.71
2021,12,30,11,0.61,7.39,13.25,88.27,1.92
2021,12,30,12,0.6,7.32,13.53,88.18,1.98
2021,12,30,13,0.51,7.14,13.53,88.09,1.89
2021,12,30,14,0.36,6.96,13.33,88.02,1.81
2021,12,30,15,0.2,6.84,12.94,87.96,1.73
2021,12,30,16,0.08,7.32,11.74,87.95,1.82
2021,12,30,17,0.02,7.02,8.94,87.98,1.43
2021,12,30,18,0,6.77,7.66,88.04,1.05
2021,12,30,19,0,6.65,7.26,88.09,1.15
2021,12,30,20,0,6.47,7.31,88.1,1.26
2021,12,30,21,0,6.1,7.55,88.11,1.18
2021,12,30,22,0,5.86,7.76,88.12,1.13
2021,12,30,23,0,5.62,7.98,88.11,1.17
2021,12,31,0,0,5.37,8.43,88.08,1.14
2021,12,31,1,0,5.13,8.61,88.04,1.13
2021,12,31,2,0,4.88,8.27,88,1.24
2021,12,31,3,0,4.64,7.95,87.96,1.26
2021,12,31,4,0,4.39,7.7,87.94,1.13
2021,12,31,5,0,4.21,7.8,87.95,0.9
2021,12,31,6,0,3.97,8.08,87.99,0.71
2021,12,31,7,0,3.97,8.28,88.05,0.52
2021,12,31,8,0,5.49,10.52,88.13,0.32
2021,12,31,9,0,6.04,12.58,88.2,1.55
2021,12,31,10,0,6.41,13.63,88.22,2.3
2021,12,31,11,0,6.77,14.55,88.15,2.81
2021,12,31,12,0,7.02,15.08,88.05,3.49
